Date,Weekday
5-21-1995,sun
5-22-1995,mon
5-23-1995,tue
5-24-1995,wed
5-25-1995,thu
5-26-1995,fri
5-27-1995,sat
5-28-1995,sun
5-29-1995,mon
5-30-1995,tue
5-31-1995,wed
6-1-1995,thu
6-2-1995,fri
6-3-1995,sat
6-4-1995,sun
6-5-1995,mon
6-6-1995,tue
6-7-1995,wed
6-8-1995,thu
6-9-1995,fri
6-10-1995,sat
6-11-1995,sun
6-12-1995,mon
6-13-1995,tue
6-14-1995,wed
6-15-1995,thu
6-16-1995,fri
6-17-1995,sat
6-18-1995,sun
6-19-1995,mon
6-20-1995,tue
6-21-1995,wed
6-22-1995,thu
6-23-1995,fri
6-24-1995,sat
6-25-1995,sun
6-26-1995,mon
6-27-1995,tue
6-28-1995,wed
6-29-1995,thu
6-30-1995,fri
7-1-1995,sat
7-2-1995,sun
7-3-1995,mon
7-4-1995,tue
7-5-1995,wed
7-6-1995,thu
7-7-1995,fri
7-8-1995,sat
7-9-1995,sun
7-10-1995,mon
7-11-1995,tue
7-12-1995,wed
7-13-1995,thu
7-14-1995,fri
7-15-1995,sat
7-16-1995,sun
7-17-1995,mon
7-18-1995,tue
7-19-1995,wed
7-20-1995,thu
7-21-1995,fri
7-22-1995,sat
7-23-1995,sun
7-24-1995,mon
7-25-1995,tue
7-26-1995,wed
7-27-1995,thu
7-28-1995,fri
7-29-1995,sat
7-30-1995,sun
7-31-1995,mon
8-1-1995,tue
8-2-1995,wed
8-3-1995,thu
8-4-1995,fri
8-5-1995,sat
8-6-1995,sun
8-7-1995,mon
8-8-1995,tue
8-9-1995,wed
8-10-1995,thu
8-11-1995,fri
8-12-1995,sat
8-13-1995,sun
8-14-1995,mon
8-15-1995,tue
8-16-1995,wed
8-17-1995,thu
8-18-1995,fri
8-19-1995,sat
8-20-1995,sun
8-21-1995,mon
8-22-1995,tue
8-23-1995,wed
8-24-1995,thu
8-25-1995,fri
8-26-1995,sat
8-27-1995,sun
8-28-1995,mon
8-29-1995,tue
8-30-1995,wed
8-31-1995,thu
9-1-1995,fri
9-2-1995,sat
9-3-1995,sun
9-4-1995,mon
9-5-1995,tue
9-6-1995,wed
9-7-1995,thu
9-8-1995,fri
9-9-1995,sat
9-10-1995,sun
9-11-1995,mon
9-12-1995,tue
9-13-1995,wed
9-14-1995,thu
9-15-1995,fri
9-16-1995,sat
9-17-1995,sun
9-18-1995,mon
9-19-1995,tue
9-20-1995,wed
9-21-1995,thu
9-22-1995,fri
9-23-1995,sat
9-24-1995,sun
9-25-1995,mon
9-26-1995,tue
9-27-1995,wed
9-28-1995,thu
9-29-1995,fri
9-30-1995,sat
10-1-1995,sun
10-2-1995,mon
10-3-1995,tue
10-4-1995,wed
10-5-1995,thu
10-6-1995,fri
10-7-1995,sat
10-8-1995,sun
10-9-1995,mon
10-10-1995,tue
10-11-1995,wed
10-12-1995,thu
10-13-1995,fri
10-14-1995,sat
10-15-1995,sun
10-16-1995,mon
10-17-1995,tue
10-18-1995,wed
10-19-1995,thu
10-20-1995,fri
10-21-1995,sat
10-22-1995,sun
10-23-1995,mon
10-24-1995,tue
10-25-1995,wed
10-26-1995,thu
10-27-1995,fri
10-28-1995,sat
10-29-1995,sun
10-30-1995,mon
10-31-1995,tue
11-1-1995,wed
11-2-1995,thu
11-3-1995,fri
11-4-1995,sat
11-5-1995,sun
11-6-1995,mon
11-7-1995,tue
11-8-1995,wed
11-9-1995,thu
11-10-1995,fri
11-11-1995,sat
11-12-1995,sun
11-13-1995,mon
11-14-1995,tue
11-15-1995,wed
11-16-1995,thu
11-17-1995,fri
11-18-1995,sat
11-19-1995,sun
11-20-1995,mon
11-21-1995,tue
11-22-1995,wed
11-23-1995,thu
11-24-1995,fri
11-25-1995,sat
11-26-1995,sun
11-27-1995,mon
11-28-1995,tue
11-29-1995,wed
11-30-1995,thu
12-1-1995,fri
12-2-1995,sat
12-3-1995,sun
12-4-1995,mon
12-5-1995,tue
12-6-1995,wed
12-7-1995,thu
12-8-1995,fri
12-9-1995,sat
12-10-1995,sun
12-11-1995,mon
12-12-1995,tue
12-13-1995,wed
12-14-1995,thu
12-15-1995,fri
12-16-1995,sat
12-17-1995,sun
12-18-1995,mon
12-19-1995,tue
12-20-1995,wed
12-21-1995,thu
12-22-1995,fri
12-23-1995,sat
12-24-1995,sun
12-25-1995,mon
12-26-1995,tue
12-27-1995,wed
12-28-1995,thu
12-29-1995,fri
12-30-1995,sat
12-31-1995,sun
1-1-1996,mon
1-2-1996,tue
1-3-1996,wed
1-4-1996,thu
1-5-1996,fri
1-6-1996,sat
1-7-1996,sun
1-8-1996,mon
1-9-1996,tue
1-10-1996,wed
1-11-1996,thu
1-12-1996,fri
1-13-1996,sat
1-14-1996,sun
1-15-1996,mon
1-16-1996,tue
1-17-1996,wed
1-18-1996,thu
1-19-1996,fri
1-20-1996,sat
1-21-1996,sun
1-22-1996,mon
1-23-1996,tue
1-24-1996,wed
1-25-1996,thu
1-26-1996,fri
1-27-1996,sat
1-28-1996,sun
1-29-1996,mon
1-30-1996,tue
1-31-1996,wed
2-1-1996,thu
2-2-1996,fri
2-3-1996,sat
2-4-1996,sun
2-5-1996,mon
2-6-1996,tue
2-7-1996,wed
2-8-1996,thu
2-9-1996,fri
2-10-1996,sat
2-11-1996,sun
2-12-1996,mon
2-13-1996,tue
2-14-1996,wed
2-15-1996,thu
2-16-1996,fri
2-17-1996,sat
2-18-1996,sun
2-19-1996,mon
2-20-1996,tue
2-21-1996,wed
2-22-1996,thu
2-23-1996,fri
2-24-1996,sat
2-25-1996,sun
2-26-1996,mon
2-27-1996,tue
2-28-1996,wed
2-29-1996,thu
3-1-1996,fri
3-2-1996,sat
3-3-1996,sun
3-4-1996,mon
3-5-1996,tue
3-6-1996,wed
3-7-1996,thu
3-8-1996,fri
3-9-1996,sat
3-10-1996,sun
3-11-1996,mon
3-12-1996,tue
3-13-1996,wed
3-14-1996,thu
3-15-1996,fri
3-16-1996,sat
3-17-1996,sun
3-18-1996,mon
3-19-1996,tue
3-20-1996,wed
3-21-1996,thu
3-22-1996,fri
3-23-1996,sat
3-24-1996,sun
3-25-1996,mon
3-26-1996,tue
3-27-1996,wed
3-28-1996,thu
3-29-1996,fri
3-30-1996,sat
3-31-1996,sun
4-1-1996,mon
4-2-1996,tue
4-3-1996,wed
4-4-1996,thu
4-5-1996,fri
4-6-1996,sat
4-7-1996,sun
4-8-1996,mon
4-9-1996,tue
4-10-1996,wed
4-11-1996,thu
4-12-1996,fri
4-13-1996,sat
4-14-1996,sun
4-15-1996,mon
4-16-1996,tue
4-17-1996,wed
4-18-1996,thu
4-19-1996,fri
4-20-1996,sat
4-21-1996,sun
4-22-1996,mon
4-23-1996,tue
4-24-1996,wed
4-25-1996,thu
4-26-1996,fri
4-27-1996,sat
4-28-1996,sun
4-29-1996,mon
4-30-1996,tue
5-1-1996,wed
5-2-1996,thu
5-3-1996,fri
5-4-1996,sat
5-5-1996,sun
5-6-1996,mon
5-7-1996,tue
5-8-1996,wed
5-9-1996,thu
5-10-1996,fri
5-11-1996,sat
5-12-1996,sun
5-13-1996,mon
5-14-1996,tue
5-15-1996,wed
5-16-1996,thu
5-17-1996,fri
5-18-1996,sat
5-19-1996,sun
5-20-1996,mon
5-21-1996,tue
5-22-1996,wed
5-23-1996,thu
5-24-1996,fri
5-25-1996,sat
5-26-1996,sun
5-27-1996,mon
5-28-1996,tue
5-29-1996,wed
5-30-1996,thu
5-31-1996,fri
6-1-1996,sat
6-2-1996,sun
6-3-1996,mon
6-4-1996,tue
6-5-1996,wed
6-6-1996,thu
6-7-1996,fri
6-8-1996,sat
6-9-1996,sun
6-10-1996,mon
6-11-1996,tue
6-12-1996,wed
6-13-1996,thu
6-14-1996,fri
6-15-1996,sat
6-16-1996,sun
6-17-1996,mon
6-18-1996,tue
6-19-1996,wed
6-20-1996,thu
6-21-1996,fri
6-22-1996,sat
6-23-1996,sun
6-24-1996,mon
6-25-1996,tue
6-26-1996,wed
6-27-1996,thu
6-28-1996,fri
6-29-1996,sat
6-30-1996,sun
7-1-1996,mon
7-2-1996,tue
7-3-1996,wed
7-4-1996,thu
7-5-1996,fri
7-6-1996,sat
7-7-1996,sun
7-8-1996,mon
7-9-1996,tue
7-10-1996,wed
7-11-1996,thu
7-12-1996,fri
7-13-1996,sat
7-14-1996,sun
7-15-1996,mon
7-16-1996,tue
7-17-1996,wed
7-18-1996,thu
7-19-1996,fri
7-20-1996,sat
7-21-1996,sun
7-22-1996,mon
7-23-1996,tue
7-24-1996,wed
7-25-1996,thu
7-26-1996,fri
7-27-1996,sat
7-28-1996,sun
7-29-1996,mon
7-30-1996,tue
7-31-1996,wed
8-1-1996,thu
8-2-1996,fri
8-3-1996,sat
8-4-1996,sun
8-5-1996,mon
8-6-1996,tue
8-7-1996,wed
8-8-1996,thu
8-9-1996,fri
8-10-1996,sat
8-11-1996,sun
8-12-1996,mon
8-13-1996,tue
8-14-1996,wed
8-15-1996,thu
8-16-1996,fri
8-17-1996,sat
8-18-1996,sun
8-19-1996,mon
8-20-1996,tue
8-21-1996,wed
8-22-1996,thu
8-23-1996,fri
8-24-1996,sat
8-25-1996,sun
8-26-1996,mon
8-27-1996,tue
8-28-1996,wed
8-29-1996,thu
8-30-1996,fri
8-31-1996,sat
9-1-1996,sun
9-2-1996,mon
9-3-1996,tue
9-4-1996,wed
9-5-1996,thu
9-6-1996,fri
9-7-1996,sat
9-8-1996,sun
9-9-1996,mon
9-10-1996,tue
9-11-1996,wed
9-12-1996,thu
9-13-1996,fri
9-14-1996,sat
9-15-1996,sun
9-16-1996,mon
9-17-1996,tue
9-18-1996,wed
9-19-1996,thu
9-20-1996,fri
9-21-1996,sat
9-22-1996,sun
9-23-1996,mon
9-24-1996,tue
9-25-1996,wed
9-26-1996,thu
9-27-1996,fri
9-28-1996,sat
9-29-1996,sun
9-30-1996,mon
10-1-1996,tue
10-2-1996,wed
10-3-1996,thu
10-4-1996,fri
10-5-1996,sat
10-6-1996,sun
10-7-1996,mon
10-8-1996,tue
10-9-1996,wed
10-10-1996,thu
10-11-1996,fri
10-12-1996,sat
10-13-1996,sun
10-14-1996,mon
10-15-1996,tue
10-16-1996,wed
10-17-1996,thu
10-18-1996,fri
10-19-1996,sat
10-20-1996,sun
10-21-1996,mon
10-22-1996,tue
10-23-1996,wed
10-24-1996,thu
10-25-1996,fri
10-26-1996,sat
10-27-1996,sun
10-28-1996,mon
10-29-1996,tue
10-30-1996,wed
10-31-1996,thu
11-1-1996,fri
11-2-1996,sat
11-3-1996,sun
11-4-1996,mon
11-5-1996,tue
11-6-1996,wed
11-7-1996,thu
11-8-1996,fri
11-9-1996,sat
11-10-1996,sun
11-11-1996,mon
11-12-1996,tue
11-13-1996,wed
11-14-1996,thu
11-15-1996,fri
11-16-1996,sat
11-17-1996,sun
11-18-1996,mon
11-19-1996,tue
11-20-1996,wed
11-21-1996,thu
11-22-1996,fri
11-23-1996,sat
11-24-1996,sun
11-25-1996,mon
11-26-1996,tue
11-27-1996,wed
11-28-1996,thu
11-29-1996,fri
11-30-1996,sat
12-1-1996,sun
12-2-1996,mon
12-3-1996,tue
12-4-1996,wed
12-5-1996,thu
12-6-1996,fri
12-7-1996,sat
12-8-1996,sun
12-9-1996,mon
12-10-1996,tue
12-11-1996,wed
12-12-1996,thu
12-13-1996,fri
12-14-1996,sat
12-15-1996,sun
12-16-1996,mon
12-17-1996,tue
12-18-1996,wed
12-19-1996,thu
12-20-1996,fri
12-21-1996,sat
12-22-1996,sun
12-23-1996,mon
12-24-1996,tue
12-25-1996,wed
12-26-1996,thu
12-27-1996,fri
12-28-1996,sat
12-29-1996,sun
12-30-1996,mon
12-31-1996,tue
1-1-1997,wed
1-2-1997,thu
1-3-1997,fri
1-4-1997,sat
1-5-1997,sun
1-6-1997,mon
1-7-1997,tue
1-8-1997,wed
1-9-1997,thu
1-10-1997,fri
1-11-1997,sat
1-12-1997,sun
1-13-1997,mon
1-14-1997,tue
1-15-1997,wed
1-16-1997,thu
1-17-1997,fri
1-18-1997,sat
1-19-1997,sun
1-20-1997,mon
1-21-1997,tue
1-22-1997,wed
1-23-1997,thu
1-24-1997,fri
1-25-1997,sat
1-26-1997,sun
1-27-1997,mon
1-28-1997,tue
1-29-1997,wed
1-30-1997,thu
1-31-1997,fri
2-1-1997,sat
2-2-1997,sun
2-3-1997,mon
2-4-1997,tue
2-5-1997,wed
2-6-1997,thu
2-7-1997,fri
2-8-1997,sat
2-9-1997,sun
2-10-1997,mon
2-11-1997,tue
2-12-1997,wed
2-13-1997,thu
2-14-1997,fri
2-15-1997,sat
2-16-1997,sun
2-17-1997,mon
2-18-1997,tue
2-19-1997,wed
2-20-1997,thu
2-21-1997,fri
2-22-1997,sat
2-23-1997,sun
2-24-1997,mon
2-25-1997,tue
2-26-1997,wed
2-27-1997,thu
2-28-1997,fri
3-1-1997,sat
3-2-1997,sun
3-3-1997,mon
3-4-1997,tue
3-5-1997,wed
3-6-1997,thu
3-7-1997,fri
3-8-1997,sat
3-9-1997,sun
3-10-1997,mon
3-11-1997,tue
3-12-1997,wed
3-13-1997,thu
3-14-1997,fri
3-15-1997,sat
3-16-1997,sun
3-17-1997,mon
3-18-1997,tue
3-19-1997,wed
3-20-1997,thu
3-21-1997,fri
3-22-1997,sat
3-23-1997,sun
3-24-1997,mon
3-25-1997,tue
3-26-1997,wed
3-27-1997,thu
3-28-1997,fri
3-29-1997,sat
3-30-1997,sun
3-31-1997,mon
4-1-1997,tue
4-2-1997,wed
4-3-1997,thu
4-4-1997,fri
4-5-1997,sat
4-6-1997,sun
4-7-1997,mon
4-8-1997,tue
4-9-1997,wed
4-10-1997,thu
4-11-1997,fri
4-12-1997,sat
4-13-1997,sun
4-14-1997,mon
4-15-1997,tue
4-16-1997,wed
4-17-1997,thu
4-18-1997,fri
4-19-1997,sat
4-20-1997,sun
4-21-1997,mon
4-22-1997,tue
4-23-1997,wed
4-24-1997,thu
4-25-1997,fri
4-26-1997,sat
4-27-1997,sun
4-28-1997,mon
4-29-1997,tue
4-30-1997,wed
5-1-1997,thu
5-2-1997,fri
5-3-1997,sat
5-4-1997,sun
5-5-1997,mon
5-6-1997,tue
5-7-1997,wed
5-8-1997,thu
5-9-1997,fri
5-10-1997,sat
5-11-1997,sun
5-12-1997,mon
5-13-1997,tue
5-14-1997,wed
5-15-1997,thu
5-16-1997,fri
5-17-1997,sat
5-18-1997,sun
5-19-1997,mon
5-20-1997,tue
5-21-1997,wed
5-22-1997,thu
5-23-1997,fri
5-24-1997,sat
5-25-1997,sun
5-26-1997,mon
5-27-1997,tue
5-28-1997,wed
5-29-1997,thu
5-30-1997,fri
5-31-1997,sat
6-1-1997,sun
6-2-1997,mon
6-3-1997,tue
6-4-1997,wed
6-5-1997,thu
6-6-1997,fri
6-7-1997,sat
6-8-1997,sun
6-9-1997,mon
6-10-1997,tue
6-11-1997,wed
6-12-1997,thu
6-13-1997,fri
6-14-1997,sat
6-15-1997,sun
6-16-1997,mon
6-17-1997,tue
6-18-1997,wed
6-19-1997,thu
6-20-1997,fri
6-21-1997,sat
6-22-1997,sun
6-23-1997,mon
6-24-1997,tue
6-25-1997,wed
6-26-1997,thu
6-27-1997,fri
6-28-1997,sat
6-29-1997,sun
6-30-1997,mon
7-1-1997,tue
7-2-1997,wed
7-3-1997,thu
7-4-1997,fri
7-5-1997,sat
7-6-1997,sun
7-7-1997,mon
7-8-1997,tue
7-9-1997,wed
7-10-1997,thu
7-11-1997,fri
7-12-1997,sat
7-13-1997,sun
7-14-1997,mon
7-15-1997,tue
7-16-1997,wed
7-17-1997,thu
7-18-1997,fri
7-19-1997,sat
7-20-1997,sun
7-21-1997,mon
7-22-1997,tue
7-23-1997,wed
7-24-1997,thu
7-25-1997,fri
7-26-1997,sat
7-27-1997,sun
7-28-1997,mon
7-29-1997,tue
7-30-1997,wed
7-31-1997,thu
8-1-1997,fri
8-2-1997,sat
8-3-1997,sun
8-4-1997,mon
8-5-1997,tue
8-6-1997,wed
8-7-1997,thu
8-8-1997,fri
8-9-1997,sat
8-10-1997,sun
8-11-1997,mon
8-12-1997,tue
8-13-1997,wed
8-14-1997,thu
8-15-1997,fri
8-16-1997,sat
8-17-1997,sun
8-18-1997,mon
8-19-1997,tue
8-20-1997,wed
8-21-1997,thu
8-22-1997,fri
8-23-1997,sat
8-24-1997,sun
8-25-1997,mon
8-26-1997,tue
8-27-1997,wed
8-28-1997,thu
8-29-1997,fri
8-30-1997,sat
8-31-1997,sun
9-1-1997,mon
9-2-1997,tue
9-3-1997,wed
9-4-1997,thu
9-5-1997,fri
9-6-1997,sat
9-7-1997,sun
9-8-1997,mon
9-9-1997,tue
9-10-1997,wed
9-11-1997,thu
9-12-1997,fri
9-13-1997,sat
9-14-1997,sun
9-15-1997,mon
9-16-1997,tue
9-17-1997,wed
9-18-1997,thu
9-19-1997,fri
9-20-1997,sat
9-21-1997,sun
9-22-1997,mon
9-23-1997,tue
9-24-1997,wed
9-25-1997,thu
9-26-1997,fri
9-27-1997,sat
9-28-1997,sun
9-29-1997,mon
9-30-1997,tue
10-1-1997,wed
10-2-1997,thu
10-3-1997,fri
10-4-1997,sat
10-5-1997,sun
10-6-1997,mon
10-7-1997,tue
10-8-1997,wed
10-9-1997,thu
10-10-1997,fri
10-11-1997,sat
10-12-1997,sun
10-13-1997,mon
10-14-1997,tue
10-15-1997,wed
10-16-1997,thu
10-17-1997,fri
10-18-1997,sat
10-19-1997,sun
10-20-1997,mon
10-21-1997,tue
10-22-1997,wed
10-23-1997,thu
10-24-1997,fri
10-25-1997,sat
10-26-1997,sun
10-27-1997,mon
10-28-1997,tue
10-29-1997,wed
10-30-1997,thu
10-31-1997,fri
11-1-1997,sat
11-2-1997,sun
11-3-1997,mon
11-4-1997,tue
11-5-1997,wed
11-6-1997,thu
11-7-1997,fri
11-8-1997,sat
11-9-1997,sun
11-10-1997,mon
11-11-1997,tue
11-12-1997,wed
11-13-1997,thu
11-14-1997,fri
11-15-1997,sat
11-16-1997,sun
11-17-1997,mon
11-18-1997,tue
11-19-1997,wed
11-20-1997,thu
11-21-1997,fri
11-22-1997,sat
11-23-1997,sun
11-24-1997,mon
11-25-1997,tue
11-26-1997,wed
11-27-1997,thu
11-28-1997,fri
11-29-1997,sat
11-30-1997,sun
12-1-1997,mon
12-2-1997,tue
12-3-1997,wed
12-4-1997,thu
12-5-1997,fri
12-6-1997,sat
12-7-1997,sun
12-8-1997,mon
12-9-1997,tue
12-10-1997,wed
12-11-1997,thu
12-12-1997,fri
12-13-1997,sat
12-14-1997,sun
12-15-1997,mon
12-16-1997,tue
12-17-1997,wed
12-18-1997,thu
12-19-1997,fri
12-20-1997,sat
12-21-1997,sun
12-22-1997,mon
12-23-1997,tue
12-24-1997,wed
12-25-1997,thu
12-26-1997,fri
12-27-1997,sat
12-28-1997,sun
12-29-1997,mon
12-30-1997,tue
12-31-1997,wed
1-1-1998,thu
1-2-1998,fri
1-3-1998,sat
1-4-1998,sun
1-5-1998,mon
1-6-1998,tue
1-7-1998,wed
1-8-1998,thu
1-9-1998,fri
1-10-1998,sat
1-11-1998,sun
1-12-1998,mon
1-13-1998,tue
1-14-1998,wed
1-15-1998,thu
1-16-1998,fri
1-17-1998,sat
1-18-1998,sun
1-19-1998,mon
1-20-1998,tue
1-21-1998,wed
1-22-1998,thu
1-23-1998,fri
1-24-1998,sat
1-25-1998,sun
1-26-1998,mon
1-27-1998,tue
1-28-1998,wed
1-29-1998,thu
1-30-1998,fri
1-31-1998,sat
2-1-1998,sun
2-2-1998,mon
2-3-1998,tue
2-4-1998,wed
2-5-1998,thu
2-6-1998,fri
2-7-1998,sat
2-8-1998,sun
2-9-1998,mon
2-10-1998,tue
2-11-1998,wed
2-12-1998,thu
2-13-1998,fri
2-14-1998,sat
2-15-1998,sun
2-16-1998,mon
2-17-1998,tue
2-18-1998,wed
2-19-1998,thu
2-20-1998,fri
2-21-1998,sat
2-22-1998,sun
2-23-1998,mon
2-24-1998,tue
2-25-1998,wed
2-26-1998,thu
2-27-1998,fri
2-28-1998,sat
3-1-1998,sun
3-2-1998,mon
3-3-1998,tue
3-4-1998,wed
3-5-1998,thu
3-6-1998,fri
3-7-1998,sat
3-8-1998,sun
3-9-1998,mon
3-10-1998,tue
3-11-1998,wed
3-12-1998,thu
3-13-1998,fri
3-14-1998,sat
3-15-1998,sun
3-16-1998,mon
3-17-1998,tue
3-18-1998,wed
3-19-1998,thu
3-20-1998,fri
3-21-1998,sat
3-22-1998,sun
3-23-1998,mon
3-24-1998,tue
3-25-1998,wed
3-26-1998,thu
3-27-1998,fri
3-28-1998,sat
3-29-1998,sun
3-30-1998,mon
3-31-1998,tue
4-1-1998,wed
4-2-1998,thu
4-3-1998,fri
4-4-1998,sat
4-5-1998,sun
4-6-1998,mon
4-7-1998,tue
4-8-1998,wed
4-9-1998,thu
4-10-1998,fri
4-11-1998,sat
4-12-1998,sun
4-13-1998,mon
4-14-1998,tue
4-15-1998,wed
4-16-1998,thu
4-17-1998,fri
4-18-1998,sat
4-19-1998,sun
4-20-1998,mon
4-21-1998,tue
4-22-1998,wed
4-23-1998,thu
4-24-1998,fri
4-25-1998,sat
4-26-1998,sun
4-27-1998,mon
4-28-1998,tue
4-29-1998,wed
4-30-1998,thu
5-1-1998,fri
5-2-1998,sat
5-3-1998,sun
5-4-1998,mon
5-5-1998,tue
5-6-1998,wed
5-7-1998,thu
5-8-1998,fri
5-9-1998,sat
5-10-1998,sun
5-11-1998,mon
5-12-1998,tue
5-13-1998,wed
5-14-1998,thu
5-15-1998,fri
5-16-1998,sat
5-17-1998,sun
5-18-1998,mon
5-19-1998,tue
5-20-1998,wed
5-21-1998,thu
5-22-1998,fri
5-23-1998,sat
5-24-1998,sun
5-25-1998,mon
5-26-1998,tue
5-27-1998,wed
5-28-1998,thu
5-29-1998,fri
5-30-1998,sat
5-31-1998,sun
6-1-1998,mon
6-2-1998,tue
6-3-1998,wed
6-4-1998,thu
6-5-1998,fri
6-6-1998,sat
6-7-1998,sun
6-8-1998,mon
6-9-1998,tue
6-10-1998,wed
6-11-1998,thu
6-12-1998,fri
6-13-1998,sat
6-14-1998,sun
6-15-1998,mon
6-16-1998,tue
6-17-1998,wed
6-18-1998,thu
6-19-1998,fri
6-20-1998,sat
6-21-1998,sun
6-22-1998,mon
6-23-1998,tue
6-24-1998,wed
6-25-1998,thu
6-26-1998,fri
6-27-1998,sat
6-28-1998,sun
6-29-1998,mon
6-30-1998,tue
7-1-1998,wed
7-2-1998,thu
7-3-1998,fri
7-4-1998,sat
7-5-1998,sun
7-6-1998,mon
7-7-1998,tue
7-8-1998,wed
7-9-1998,thu
7-10-1998,fri
7-11-1998,sat
7-12-1998,sun
7-13-1998,mon
7-14-1998,tue
7-15-1998,wed
7-16-1998,thu
7-17-1998,fri
7-18-1998,sat
7-19-1998,sun
7-20-1998,mon
7-21-1998,tue
7-22-1998,wed
7-23-1998,thu
7-24-1998,fri
7-25-1998,sat
7-26-1998,sun
7-27-1998,mon
7-28-1998,tue
7-29-1998,wed
7-30-1998,thu
7-31-1998,fri
8-1-1998,sat
8-2-1998,sun
8-3-1998,mon
8-4-1998,tue
8-5-1998,wed
8-6-1998,thu
8-7-1998,fri
8-8-1998,sat
8-9-1998,sun
8-10-1998,mon
8-11-1998,tue
8-12-1998,wed
8-13-1998,thu
8-14-1998,fri
8-15-1998,sat
8-16-1998,sun
8-17-1998,mon
8-18-1998,tue
8-19-1998,wed
8-20-1998,thu
8-21-1998,fri
8-22-1998,sat
8-23-1998,sun
8-24-1998,mon
8-25-1998,tue
8-26-1998,wed
8-27-1998,thu
8-28-1998,fri
8-29-1998,sat
8-30-1998,sun
8-31-1998,mon
9-1-1998,tue
9-2-1998,wed
9-3-1998,thu
9-4-1998,fri
9-5-1998,sat
9-6-1998,sun
9-7-1998,mon
9-8-1998,tue
9-9-1998,wed
9-10-1998,thu
9-11-1998,fri
9-12-1998,sat
9-13-1998,sun
9-14-1998,mon
9-15-1998,tue
9-16-1998,wed
9-17-1998,thu
9-18-1998,fri
9-19-1998,sat
9-20-1998,sun
9-21-1998,mon
9-22-1998,tue
9-23-1998,wed
9-24-1998,thu
9-25-1998,fri
9-26-1998,sat
9-27-1998,sun
9-28-1998,mon
9-29-1998,tue
9-30-1998,wed
10-1-1998,thu
10-2-1998,fri
10-3-1998,sat
10-4-1998,sun
10-5-1998,mon
10-6-1998,tue
10-7-1998,wed
10-8-1998,thu
10-9-1998,fri
10-10-1998,sat
10-11-1998,sun
10-12-1998,mon
10-13-1998,tue
10-14-1998,wed
10-15-1998,thu
10-16-1998,fri
10-17-1998,sat
10-18-1998,sun
10-19-1998,mon
10-20-1998,tue
10-21-1998,wed
10-22-1998,thu
10-23-1998,fri
10-24-1998,sat
10-25-1998,sun
10-26-1998,mon
10-27-1998,tue
10-28-1998,wed
10-29-1998,thu
10-30-1998,fri
10-31-1998,sat
11-1-1998,sun
11-2-1998,mon
11-3-1998,tue
11-4-1998,wed
11-5-1998,thu
11-6-1998,fri
11-7-1998,sat
11-8-1998,sun
11-9-1998,mon
11-10-1998,tue
11-11-1998,wed
11-12-1998,thu
11-13-1998,fri
11-14-1998,sat
11-15-1998,sun
11-16-1998,mon
11-17-1998,tue
11-18-1998,wed
11-19-1998,thu
11-20-1998,fri
11-21-1998,sat
11-22-1998,sun
11-23-1998,mon
11-24-1998,tue
11-25-1998,wed
11-26-1998,thu
11-27-1998,fri
11-28-1998,sat
11-29-1998,sun
11-30-1998,mon
12-1-1998,tue
12-2-1998,wed
12-3-1998,thu
12-4-1998,fri
12-5-1998,sat
12-6-1998,sun
12-7-1998,mon
12-8-1998,tue
12-9-1998,wed
12-10-1998,thu
12-11-1998,fri
12-12-1998,sat
12-13-1998,sun
12-14-1998,mon
12-15-1998,tue
12-16-1998,wed
12-17-1998,thu
12-18-1998,fri
12-19-1998,sat
12-20-1998,sun
12-21-1998,mon
12-22-1998,tue
12-23-1998,wed
12-24-1998,thu
12-25-1998,fri
12-26-1998,sat
12-27-1998,sun
12-28-1998,mon
12-29-1998,tue
12-30-1998,wed
12-31-1998,thu
1-1-1999,fri
1-2-1999,sat
1-3-1999,sun
1-4-1999,mon
1-5-1999,tue
1-6-1999,wed
1-7-1999,thu
1-8-1999,fri
1-9-1999,sat
1-10-1999,sun
1-11-1999,mon
1-12-1999,tue
1-13-1999,wed
1-14-1999,thu
1-15-1999,fri
1-16-1999,sat
1-17-1999,sun
1-18-1999,mon
1-19-1999,tue
1-20-1999,wed
1-21-1999,thu
1-22-1999,fri
1-23-1999,sat
1-24-1999,sun
1-25-1999,mon
1-26-1999,tue
1-27-1999,wed
1-28-1999,thu
1-29-1999,fri
1-30-1999,sat
1-31-1999,sun
2-1-1999,mon
2-2-1999,tue
2-3-1999,wed
2-4-1999,thu
2-5-1999,fri
2-6-1999,sat
2-7-1999,sun
2-8-1999,mon
2-9-1999,tue
2-10-1999,wed
2-11-1999,thu
2-12-1999,fri
2-13-1999,sat
2-14-1999,sun
2-15-1999,mon
2-16-1999,tue
2-17-1999,wed
2-18-1999,thu
2-19-1999,fri
2-20-1999,sat
2-21-1999,sun
2-22-1999,mon
2-23-1999,tue
2-24-1999,wed
2-25-1999,thu
2-26-1999,fri
2-27-1999,sat
2-28-1999,sun
3-1-1999,mon
3-2-1999,tue
3-3-1999,wed
3-4-1999,thu
3-5-1999,fri
3-6-1999,sat
3-7-1999,sun
3-8-1999,mon
3-9-1999,tue
3-10-1999,wed
3-11-1999,thu
3-12-1999,fri
3-13-1999,sat
3-14-1999,sun
3-15-1999,mon
3-16-1999,tue
3-17-1999,wed
3-18-1999,thu
3-19-1999,fri
